Company: ,PayPal Holdings Inc. 
Date,Open,High,Low,Close,Prediction,Earning
2020-12-14,215.949997,223.160004,215.000000,220.789993,N/A	,4430.130836
2020-12-15,221.929993,222.309998,217.119995,221.600006,N/A	,4430.130836
2020-12-16,224.800003,231.149994,224.610001,230.199997,N/A	,4430.130836
2020-12-17,234.509995,238.100006,232.399994,235.509995,N/A	,4430.130836
2020-12-18,236.660004,237.169998,232.279999,236.449997,N/A	,4430.130836
2020-12-21,232.619995,239.751007,232.201004,237.720001,7.550003,6719.677329
2020-12-22,240.164993,243.679993,238.089996,243.490005,N/A	,6719.677329
2020-12-23,243.600006,244.250000,238.330002,239.440002,N/A	,6719.677329
2020-12-24,240.360001,242.119995,238.089996,238.639999,N/A	,6719.677329
2020-12-28,243.500000,243.500000,235.250000,235.729996,N/A	,6719.677329
2020-12-29,236.000000,236.250000,229.679993,231.029999,N/A	,6719.677329
2020-12-30,232.190002,233.839996,230.020004,231.509995,N/A	,6719.677329
2020-12-31,232.000000,234.690002,229.690002,234.199997,5.000000,7731.672889
2021-01-04,237.800003,237.996994,227.535004,231.919998,N/A	,7731.672889
2021-01-05,230.470001,235.639999,229.800003,234.910004,N/A	,7731.672889
2021-01-06,228.940002,232.490005,225.701996,226.830002,N/A	,7731.672889
2021-01-07,229.460007,235.600006,229.220001,235.039993,N/A	,7731.672889
2021-01-08,237.429993,242.910004,236.069000,242.460007,N/A	,7731.672889
2021-01-11,238.039993,240.839996,234.089996,237.500000,N/A	,7731.672889
2021-01-12,237.619995,238.800003,233.830002,237.639999,N/A	,7731.672889
2021-01-13,236.570007,247.440002,236.539993,244.899994,N/A	,7731.672889
2021-01-14,246.869995,249.850006,241.539993,242.059998,N/A	,7731.672889
2021-01-15,242.250000,244.563004,235.033997,239.789993,N/A	,7731.672889
2021-01-19,243.300003,248.740005,241.000000,247.250000,N/A	,7731.672889
2021-01-20,248.850006,249.649994,244.139999,244.259995,N/A	,7731.672889
2021-01-21,246.669998,250.369995,243.580002,248.639999,6.789993,8592.059256
2021-01-22,246.649994,254.389999,246.199997,252.000000,N/A	,8592.059256
2021-01-25,253.800003,254.389999,242.220001,247.750000,N/A	,8592.059256
2021-01-26,246.899994,248.759995,240.029999,241.000000,N/A	,8592.059256
2021-01-27,234.699997,235.399994,225.000000,229.940002,N/A	,8592.059256
2021-01-28,235.000000,241.554993,232.210007,237.789993,N/A	,8592.059256
2021-01-29,238.649994,240.869995,232.660004,234.309998,N/A	,8592.059256
2021-02-01,238.369995,244.139999,235.399994,241.850006,N/A	,8592.059256
2021-02-02,243.610001,250.190002,240.529999,249.100006,N/A	,8592.059256
2021-02-03,253.960007,254.315002,247.389999,251.899994,N/A	,8592.059256
2021-02-04,265.339996,274.940002,260.850006,270.429993,N/A	,8592.059256
2021-02-05,268.609985,270.000000,264.709991,269.440002,N/A	,8592.059256
2021-02-08,276.880005,282.699005,274.623993,282.170013,N/A	,8592.059256
2021-02-09,280.380005,286.890015,276.510010,284.200012,N/A	,8592.059256
2021-02-10,285.100006,286.079987,278.401001,283.179993,N/A	,8592.059256
2021-02-11,287.329987,302.100006,281.600006,285.029999,N/A	,8592.059256
2021-02-12,292.640015,299.339996,289.320007,298.369995,N/A	,8592.059256
2021-02-16,306.399994,309.140015,298.179993,304.790009,N/A	,8592.059256
2021-02-17,297.630005,301.500000,290.559998,297.200012,N/A	,8592.059256
2021-02-18,291.130005,292.970001,285.029999,290.809998,N/A	,8592.059256
2021-02-19,292.119995,293.940002,285.459991,286.920013,N/A	,8592.059256
2021-02-22,281.420013,285.000000,273.290009,273.850006,N/A	,8592.059256
2021-02-23,259.690002,267.250000,252.559998,265.000000,N/A	,8592.059256
2021-02-24,266.105011,268.665985,259.100006,266.070007,N/A	,8592.059256
2021-02-25,262.760010,266.000000,251.419998,253.940002,N/A	,8592.059256
2021-02-26,257.450012,261.859985,253.113998,259.850006,N/A	,8592.059256
2021-03-01,268.894989,274.540009,265.720001,273.630005,N/A	,8592.059256
2021-03-02,275.959991,277.500000,268.910004,269.190002,N/A	,8592.059256
2021-03-03,265.019989,267.660004,253.250000,255.059998,N/A	,8592.059256
2021-03-04,251.759995,254.800003,232.270004,239.070007,N/A	,8592.059256
2021-03-05,243.119995,243.748001,223.089996,239.050003,N/A	,8592.059256
2021-03-08,239.000000,241.330002,225.649994,226.089996,N/A	,8592.059256
2021-03-09,240.979996,244.440002,236.039993,241.759995,N/A	,8592.059256
2021-03-10,249.309998,249.960007,241.270004,242.070007,N/A	,8592.059256
2021-03-11,247.119995,254.919998,246.529999,253.830002,N/A	,8592.059256
2021-03-12,249.490005,251.548004,244.302994,250.350006,N/A	,8592.059256
2021-03-15,251.417999,252.000000,246.789993,249.979996,N/A	,8592.059256
2021-03-16,253.419998,254.779999,247.550003,249.309998,N/A	,8592.059256
2021-03-17,245.839996,254.460999,242.899994,251.470001,N/A	,8592.059256
2021-03-18,246.460007,247.270004,237.800003,238.410004,N/A	,8592.059256
2021-03-19,239.630005,243.149994,237.130005,241.279999,N/A	,8592.059256
2021-03-22,242.029999,246.949997,240.850006,244.384995,N/A	,8592.059256
2021-03-23,245.550003,246.839996,242.250000,243.770004,N/A	,8592.059256
2021-03-24,244.490005,244.970001,233.759995,234.270004,N/A	,8592.059256
2021-03-25,232.630005,235.339996,227.520004,234.240005,N/A	,8592.059256
2021-03-26,233.619003,241.309998,232.300003,241.029999,N/A	,8592.059256
2021-03-29,241.580002,243.199997,233.610001,235.669998,N/A	,8592.059256
2021-03-30,236.880005,238.360001,232.630005,236.539993,N/A	,8592.059256
2021-03-31,238.110001,245.229996,237.270004,242.839996,N/A	,8592.059256
2021-04-01,248.039993,252.649002,246.039993,247.539993,N/A	,8592.059256
2021-04-05,250.509995,251.759995,245.699997,251.020004,N/A	,8592.059256
2021-04-06,251.649994,255.000000,249.500000,253.190002,N/A	,8592.059256
2021-04-07,253.074997,259.220001,251.070007,255.600006,N/A	,8592.059256
2021-04-08,260.160004,265.000000,258.170013,264.500000,N/A	,8592.059256
2021-04-09,262.980011,266.940002,261.380005,266.769989,N/A	,8592.059256
2021-04-12,265.390015,270.329987,262.589996,269.029999,N/A	,8592.059256
2021-04-13,271.266998,276.869995,271.000000,275.429993,N/A	,8592.059256
2021-04-14,275.839996,277.859985,266.200012,267.209991,N/A	,8592.059256
2021-04-15,271.359985,276.119995,270.160004,274.000000,N/A	,8592.059256
2021-04-16,273.160004,274.149994,268.589996,269.869995,N/A	,8592.059256
2021-04-19,267.130005,268.500000,263.899994,267.910004,N/A	,8592.059256
2021-04-20,269.619995,272.579987,262.239990,264.429993,N/A	,8592.059256
2021-04-21,261.410004,266.000000,259.269989,264.890015,N/A	,8592.059256
2021-04-22,265.130005,268.160004,259.399994,262.269989,N/A	,8592.059256
2021-04-23,260.970001,267.790009,260.970001,266.029999,N/A	,8592.059256
2021-04-26,266.660004,271.750000,265.920013,271.720001,N/A	,8592.059256
2021-04-27,272.049988,273.820007,268.029999,268.820007,N/A	,8592.059256
2021-04-28,268.757996,275.250000,267.170013,271.089996,8.079987,9534.307248
2021-04-29,273.260010,273.869995,263.529999,267.850006,N/A	,9534.307248
2021-04-30,265.000000,266.149994,261.600006,262.290009,N/A	,9534.307248
2021-05-03,265.059998,265.799988,256.179993,259.089996,N/A	,9534.307248
2021-05-04,255.729996,256.799988,246.649994,250.160004,N/A	,9534.307248
2021-05-05,254.919998,254.919998,246.244995,247.399994,N/A	,9534.307248
2021-05-06,256.000000,256.308990,245.110001,252.020004,N/A	,9534.307248
2021-05-07,255.919998,258.640015,251.639999,253.360001,N/A	,9534.307248
2021-05-10,252.014999,252.410004,243.449997,243.630005,N/A	,9534.307248
2021-05-11,235.000000,250.554993,233.610001,248.600006,N/A	,9534.307248
2021-05-12,240.589005,246.500000,238.820007,239.910004,N/A	,9534.307248
2021-05-13,241.919998,245.679993,237.800003,240.800003,N/A	,9534.307248
2021-05-14,244.018997,247.119995,242.270004,246.289993,N/A	,9534.307248
2021-05-17,245.149994,246.240005,240.600006,244.360001,N/A	,9534.307248
2021-05-18,243.500000,247.434998,242.654999,243.210007,N/A	,9534.307248
2021-05-19,235.860001,245.339996,235.110001,244.630005,N/A	,9534.307248
2021-05-20,246.990005,252.929993,245.350006,251.539993,N/A	,9534.307248
2021-05-21,253.800995,255.210007,250.410004,250.690002,N/A	,9534.307248
2021-05-24,254.130005,257.600006,252.429993,257.170013,N/A	,9534.307248
2021-05-25,258.500000,260.369995,257.279999,258.649994,N/A	,9534.307248
2021-05-26,259.779999,262.320007,259.160004,261.369995,N/A	,9534.307248
2021-05-27,259.859985,260.640015,256.279999,259.470001,N/A	,9534.307248
2021-05-28,261.070007,263.149994,259.869995,260.019989,N/A	,9534.307248
2021-06-01,261.079987,263.420013,256.519989,259.269989,N/A	,9534.307248
2021-06-02,260.480011,264.779999,259.579987,262.170013,N/A	,9534.307248
2021-06-03,258.399994,260.980011,256.149994,257.790009,N/A	,9534.307248
2021-06-04,259.514008,263.459991,259.149994,263.040009,N/A	,9534.307248
2021-06-07,262.480011,262.940002,260.190002,260.600006,N/A	,9534.307248
2021-06-08,261.574005,264.549988,260.565002,263.149994,N/A	,9534.307248
2021-06-09,265.000000,268.199005,263.260010,263.600006,N/A	,9534.307248
2021-06-10,263.070007,269.649994,261.690002,269.470001,7.959992,12199.069063
2021-06-11,268.750000,271.899994,268.399994,271.450012,N/A	,12199.069063
2021-06-14,271.899994,274.970001,270.600006,274.929993,N/A	,12199.069063
2021-06-15,274.730011,274.730011,270.679993,271.890015,N/A	,12199.069063
2021-06-16,271.450012,275.160004,265.309998,268.820007,N/A	,12199.069063
2021-06-17,268.500000,279.372009,268.459991,278.109985,N/A	,12199.069063
2021-06-18,275.299988,286.380005,274.859985,283.380005,N/A	,12199.069063
2021-06-21,283.278992,284.304993,276.725006,283.100006,N/A	,12199.069063
2021-06-22,281.700012,287.459991,280.220001,286.750000,N/A	,12199.069063
2021-06-23,285.940002,288.549988,284.779999,288.119995,N/A	,12199.069063
2021-06-24,290.179993,296.010010,289.640015,293.209991,N/A	,12199.069063
2021-06-25,292.600006,292.869995,287.799988,289.600006,N/A	,12199.069063
2021-06-28,290.850006,294.260010,289.779999,293.649994,N/A	,12199.069063
2021-06-29,292.970001,295.179993,291.529999,292.760010,N/A	,12199.069063
2021-06-30,291.529999,292.700012,289.510010,291.480011,N/A	,12199.069063
2021-07-01,290.329987,291.899994,285.760010,289.000000,N/A	,12199.069063
2021-07-02,290.940002,292.429993,288.920013,290.239990,N/A	,12199.069063
2021-07-06,290.035004,294.526001,289.519989,292.640015,N/A	,12199.069063
2021-07-07,294.899994,299.308990,291.910004,297.130005,N/A	,12199.069063
2021-07-08,292.100006,295.864990,289.459991,295.049988,N/A	,12199.069063
2021-07-09,296.410004,300.829987,295.000000,300.209991,N/A	,12199.069063
2021-07-12,302.369995,303.500000,298.559998,302.970001,N/A	,12199.069063
2021-07-13,302.190002,307.820007,298.750000,301.190002,N/A	,12199.069063
2021-07-14,303.010010,304.809998,299.329987,300.750000,N/A	,12199.069063
2021-07-15,300.859985,301.179993,294.140015,296.510010,N/A	,12199.069063
2021-07-16,297.230011,298.750000,294.440002,294.630005,N/A	,12199.069063
2021-07-19,292.350006,295.069000,288.809998,294.850006,N/A	,12199.069063
2021-07-20,295.515015,300.029999,291.570007,298.070007,N/A	,12199.069063
2021-07-21,296.489990,301.829987,296.200012,301.769989,N/A	,12199.069063
2021-07-22,302.020996,304.570007,301.869995,303.690002,N/A	,12199.069063
2021-07-23,305.760010,309.475006,304.200012,308.529999,N/A	,12199.069063
2021-07-26,309.660004,310.160004,305.230011,306.799988,N/A	,12199.069063
2021-07-27,305.500000,306.339996,294.890015,300.480011,N/A	,12199.069063
2021-07-28,300.739990,302.429993,296.779999,301.980011,N/A	,12199.069063
2021-07-29,285.369995,289.000000,281.600006,283.170013,N/A	,12199.069063
2021-07-30,280.244995,280.500000,274.209991,275.529999,N/A	,12199.069063
2021-08-02,276.885010,276.885010,270.429993,270.989990,N/A	,12199.069063
2021-08-03,272.059998,274.540009,269.570007,273.500000,N/A	,12199.069063
2021-08-04,274.071014,276.092987,270.670013,275.500000,N/A	,12199.069063
2021-08-05,277.100006,280.959991,275.820007,280.670013,N/A	,12199.069063
2021-08-06,280.000000,282.369995,276.869995,279.540009,N/A	,12199.069063
2021-08-09,280.220001,281.100006,277.459991,278.149994,N/A	,12199.069063
2021-08-10,278.940002,280.489990,272.500000,274.369995,N/A	,12199.069063
2021-08-11,277.441986,278.234985,273.130005,276.410004,N/A	,12199.069063
2021-08-12,274.250000,276.804993,273.059998,274.589996,N/A	,12199.069063
2021-08-13,276.170013,276.809998,274.609985,274.910004,N/A	,12199.069063
2021-08-16,273.730011,279.190002,273.559998,278.279999,5.630004,14064.061564
2021-08-17,275.250000,275.545013,269.079987,271.100006,N/A	,14064.061564
2021-08-18,271.010010,272.769989,268.480011,268.839996,N/A	,14064.061564
2021-08-19,267.190002,272.010010,266.602997,270.579987,N/A	,14064.061564
2021-08-20,269.540009,273.934998,269.540009,272.959991,N/A	,14064.061564
2021-08-23,275.750000,278.290009,273.019989,276.980011,N/A	,14064.061564
2021-08-24,278.929993,279.579987,276.509003,279.510010,N/A	,14064.061564
2021-08-25,279.816010,279.829987,276.769989,277.690002,N/A	,14064.061564
2021-08-26,277.890015,278.679993,273.519989,273.619995,N/A	,14064.061564
2021-08-27,274.029999,278.890015,273.670013,278.329987,N/A	,14064.061564
2021-08-30,279.609985,290.406006,279.079987,288.470001,N/A	,14064.061564
2021-08-31,290.929993,292.649994,284.339996,288.660004,N/A	,14064.061564
2021-09-01,290.100006,290.899994,286.359985,286.750000,N/A	,14064.061564
2021-09-02,288.899994,288.899994,285.250000,285.529999,N/A	,14064.061564
2021-09-03,285.029999,290.380005,284.399994,289.130005,5.980011,15704.812848
2021-09-07,290.410004,293.679993,288.040009,293.260010,N/A	,15704.812848
2021-09-08,296.549988,296.700012,283.329987,285.230011,N/A	,15704.812848
2021-09-09,287.450012,289.369995,285.079987,286.880005,N/A	,15704.812848
2021-09-10,288.600006,289.000000,284.109985,284.320007,N/A	,15704.812848
2021-09-13,286.720001,287.190002,277.799988,280.489990,N/A	,15704.812848
2021-09-14,281.843994,283.170013,279.709991,282.239990,N/A	,15704.812848
2021-09-15,284.209991,285.750000,279.500000,282.429993,N/A	,15704.812848
2021-09-16,281.040009,283.690002,280.390015,282.970001,N/A	,15704.812848
2021-09-17,282.179993,282.500000,275.920013,276.339996,N/A	,15704.812848
2021-09-20,271.549988,273.000000,265.679993,269.910004,N/A	,15704.812848
2021-09-21,271.750000,272.299011,267.799988,269.489990,N/A	,15704.812848
2021-09-22,270.459991,273.470001,266.500000,272.339996,6.970001,16509.093088
2021-09-23,274.450012,279.950012,273.779999,279.100006,N/A	,16509.093088
2021-09-24,276.019989,278.329987,274.690002,278.109985,N/A	,16509.093088
2021-09-27,274.779999,276.779999,272.186005,273.390015,N/A	,16509.093088
2021-09-28,269.894989,271.440002,261.679993,262.190002,N/A	,16509.093088
2021-09-29,263.510010,264.459991,256.890015,259.000000,N/A	,16509.093088
2021-09-30,259.649994,263.470001,258.730011,260.209991,N/A	,16509.093088
2021-10-01,261.454987,265.820007,260.109985,264.649994,N/A	,16509.093088
2021-10-04,261.838013,262.570007,251.589996,255.009995,N/A	,16509.093088
2021-10-05,255.220001,262.769989,253.589996,260.149994,N/A	,16509.093088
2021-10-06,256.290009,264.390015,256.029999,264.059998,N/A	,16509.093088
2021-10-07,265.950012,268.692993,263.070007,263.540009,N/A	,16509.093088
2021-10-08,264.954987,265.470001,259.799988,260.059998,N/A	,16509.093088
2021-10-11,257.929993,260.660004,254.690002,255.050003,N/A	,16509.093088
2021-10-12,256.000000,257.970001,253.779999,255.850006,N/A	,16509.093088
2021-10-13,258.730011,261.239990,254.244995,256.359985,N/A	,16509.093088
2021-10-14,261.500000,267.410004,260.200012,266.450012,N/A	,16509.093088
2021-10-15,268.700989,269.721008,265.440002,268.350006,N/A	,16509.093088
